	Unnamed: 0	tweet_textual_content	len	ID	Date	Source	Likes	RTs	polarity
32	32	rt de x joe russo tambi n cree que hay que dejar descansar a los x men durante un tiempo probablemente es mejor coger a l	140	1140707370546475009	Mon Jun 17 19:46:45 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	1	2
33	33	i kinda feel like killer mike has not read enough x men comics	73	1140708773243191298	Mon Jun 17 19:52:19 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	2
34	34	quiero ir a ver x men dark phoenix y no tengo con quien	57	1140706712632078336	Mon Jun 17 19:44:08 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
35	35	rt tava olhando umas parada e lembrando do lucas o filme inteiro do x men o cara parece o velho da havan meu o velho da	140	1140707275688095745	Mon Jun 17 19:46:22 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	1	2
36	36	rt sophie turner nicholas hoult and michael fassbender sit down to find out which x men character they really are take the q	140	1140709294201102337	Mon Jun 17 19:54:23 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	13	0
37	37	marvel reveals new x men character designs	90	1140709327558381568	Mon Jun 17 19:54:31 +0000 2019	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	12	0	0
38	38	rt the next seminal moment in the ongoing history of the x men is almost here house of x and powers of x by writer will	140	1140708040682934272	Mon Jun 17 19:49:24 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	193	0
39	39	rewatching the first x men film everytime i here magneto say welcome to the future brother it reminds me of the	140	1140707309800308736	Mon Jun 17 19:46:30 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	0
40	40	rt voici sooraya qadir alias dust membre des x men comme son nom l indique son super pouvoir concerne la poussi re r	140	1140707930347573248	Mon Jun 17 19:48:58 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	101	2
41	41	tu veux voir quoi comme prochain film au cin ma x men dark phoenix aladdin tolkien men in black internationa	140	1140708192789438464	Mon Jun 17 19:50:01 +0000 2019	"<a href=""https://curiouscat.me"" rel=""nofollow"">Curious Cat</a>"	1	0	2
42	42	rt gt odaibako x men zero	111	1140709155688239104	Mon Jun 17 19:53:50 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	209	2
43	43	rt todav a falta gente ah x de x men a de avengers f de feto que no naci y no se supo su genero	136	1140707653250891776	Mon Jun 17 19:47:52 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	45	2
44	44	rt la d mocratie progressiste a donne des bilal hassani ou des justin trudeau la cor e du nord a produit des x men qu	140	1140707462091169792	Mon Jun 17 19:47:06 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	156	2
45	45	x men dark phoenix	22	1140706699717857280	Mon Jun 17 19:44:05 +0000 2019	"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>"	0	0	2
46	46	rt i don t even go here but x men comics are fucking wild	94	1140708927656644608	Mon Jun 17 19:52:56 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	29	1
47	47	rt la d mocratie progressiste a donne des bilal hassani ou des justin trudeau la cor e du nord a produit des x men qu	140	1140709085517615106	Mon Jun 17 19:53:33 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	156	2
48	48	rt toybiz x men	63	1140707915369762818	Mon Jun 17 19:48:55 +0000 2019	"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>"	0	8	2
49	49	rt x men trivia q how old was cyclops in the original x men by stan lee amp jack kirby a zero they released the issue t	144	1140707228657303552	Mon Jun 17 19:46:11 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	4	0
50	50	quero assistir x men	20	1140708527784255488	Mon Jun 17 19:51:21 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
51	51	days of future past es la mejor pel cula de los x men	53	1140707009030963201	Mon Jun 17 19:45:18 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	2	0	2
52	52	rt marvel lanza nuevo video del futuro de los x men	91	1140708513246777344	Mon Jun 17 19:51:17 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6	2
53	53	rt gt odaibako x men zero	111	1140708336851046401	Mon Jun 17 19:50:35 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	209	2
54	54	rt ranked this episode uncanny x men proteus x men legacy necrosha ultimate x men world to	140	1140706857440415744	Mon Jun 17 19:44:42 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	1	0
55	55	x men film editor releases the script for an unproduced beast solo movie	124	1140708370011361281	Mon Jun 17 19:50:43 +0000 2019	"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"	0	0	0
56	56	rt emma frost and selene gallio in wolverine and the x men	107	1140707029826375681	Mon Jun 17 19:45:23 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	1	0
57	57	assisti x men f nix negra esperava mais	42	1140709009969819653	Mon Jun 17 19:53:15 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	2	0	2
58	58	rt marvel lanza nuevo video del futuro de los x men	91	1140708059691532290	Mon Jun 17 19:49:29 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	6	2
59	59	i been sleep on x men	21	1140706383014350848	Mon Jun 17 19:42:49 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	-1
60	60	rt episode fills in for brendan as we discuss darkphoenix and our top x men scenes listen now	140	1140707197850013696	Mon Jun 17 19:46:03 +0000 2019	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	0	60	0
61	61	rt tweet is uncanny x men from may cover artwork by john romita jr and dan green	135	1140706524060364800	Mon Jun 17 19:43:23 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	38	0
62	62	la peli xmendarkphoenix est muy ralita hasta que me da tristeza porque las primeras de x men son tan re buenas	116	1140709233899520002	Mon Jun 17 19:54:09 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	0	2
63	63	rt hoy tienes en nuestro blog los c mics de los x men editados en espa a por que m recomendamos no	139	1140708327195893760	Mon Jun 17 19:50:33 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	8	2
64	64	rt voici sooraya qadir alias dust membre des x men comme son nom l indique son super pouvoir concerne la poussi re r	140	1140708344640036865	Mon Jun 17 19:50:37 +0000 2019	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	0	101	2
65	65	rt the next seminal moment in the ongoing history of the x men is almost here house of x and powers of x by writer will	140	1140708030507601921	Mon Jun 17 19:49:22 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	193	0
66	66	rt the opening scene in x men united with nightcrawler is phenomenal i do not know why they did not do more with that charact	140	1140707162148261888	Mon Jun 17 19:45:55 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	3	1
67	67	wasn t there an x men that had the ability to blow up like a bomb but doing so would kill him so he was almost useless	137	1140707700076154881	Mon Jun 17 19:48:03 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	0
68	68	x men apocalipsis la vi en el cine y fue como tirar el dinero de la entrada a una trilladora una de las peores pel	140	1140709361238630406	Mon Jun 17 19:54:39 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
69	69	give dark phoenix a and thats me being nice the whole x men overall been poor this one hada similar storyline	139	1140707510590087179	Mon Jun 17 19:47:18 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	0
70	70	rt sophie turner nicholas hoult and michael fassbender sit down to find out which x men character they really are take the q	140	1140706716667076609	Mon Jun 17 19:44:09 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13	0
71	71	rt la nueva de x men es deplorable metieron publicidad feminista al principio intentaron crear un aire de villano y probl	140	1140707224295268352	Mon Jun 17 19:46:10 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	3	2
72	72	yo soy fan de ella desde juno y me da igual lo que haga salvo en x men que la desaprovechan del tod	140	1140707873435115524	Mon Jun 17 19:48:45 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
73	73	rt the best scene in dark phoenix by the best character in the new x men timeline first class onwards	139	1140706504561111043	Mon Jun 17 19:43:18 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	38	1
74	74	rt marvel lanza nuevo video del futuro de los x men	91	1140708161051144193	Mon Jun 17 19:49:53 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6	2
75	75	rt sophie turner nicholas hoult and michael fassbender sit down to find out which x men character they really are take the q	140	1140709156468355072	Mon Jun 17 19:53:50 +0000 2019	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	0	13	0
76	76	na moral essas hist rias v o mudar os x men pra sempre pra quem quer come ar a acompanhar sugiro que comecem	139	1140706702154764290	Mon Jun 17 19:44:05 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
77	77	yes if there were no dragons no x men and no pandas	70	1140708592795959296	Mon Jun 17 19:51:36 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	0
78	78	rt cine im genes tras las c maras de x men f nix oscura revelan nuevas escenas eliminadas	134	1140706532000239617	Mon Jun 17 19:43:25 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	4	2
79	79	rt cu l x men es su fav la m a es storm	56	1140707443758026753	Mon Jun 17 19:47:02 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	1	2
80	80	rt x men utamaru	125	1140708657690103808	Mon Jun 17 19:51:51 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	11	2
81	81	fox ordeno cronol gicamente las pel culas de x men y las esta pasando por d a nunca nadie se hab a preocupado tanto por mi	128	1140707298609979393	Mon Jun 17 19:46:27 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
82	82	how can ppl think that pietro hair is the best thing of the x men first of all his hair i have to laugh	113	1140708680456921089	Mon Jun 17 19:51:57 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0	0
83	83	x men dark phoenix was pretty shit but the score absolutely slaps	66	1140709085911965697	Mon Jun 17 19:53:34 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	-1
84	84	rt gt odaibako x men zero	111	1140709235258322944	Mon Jun 17 19:54:09 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	209	2
85	85	x men experts please i must know the answers	45	1140706791384330243	Mon Jun 17 19:44:27 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	0
86	86	rt exclusive preview uncanny x men by xmen	127	1140707339357630466	Mon Jun 17 19:46:37 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	3	0
87	87	fora que a hist ria e o enredo de x men gt gt gt gt gt gt	75	1140706852126298112	Mon Jun 17 19:44:41 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
88	88	rt sophie turner nicholas hoult and michael fassbender sit down to find out which x men character they really are take the q	140	1140708694734364678	Mon Jun 17 19:52:00 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13	0
89	89	rt x men x men	140	1140707002944901120	Mon Jun 17 19:45:17 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	213	2
90	90	i wrote a little bit about darkphoenix and the x men film franchise as a whole specifically the way in the era o	140	1140708764632457219	Mon Jun 17 19:52:17 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	1	0	0
91	91	rt reply to this tweet if you like the x men	80	1140709077288464385	Mon Jun 17 19:53:32 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	37	2
92	92	avengers all x men series mission impossible gladiator bc star war the lord of the ring the	140	1140708934140997632	Mon Jun 17 19:52:57 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	0	2
93	93	rt the x men confront galactus after he threatens to destroy a world but when cyclops is almost killed the phoenix power	139	1140707223905230848	Mon Jun 17 19:46:10 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2	0
94	94	i know we ve had our differences in the past but we both love raven x men dark phoenix	119	1140709714013147138	Mon Jun 17 19:56:03 +0000 2019	"<a href=""https://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>"	0	0	1
95	95	rt x men dark phoenix a jean grey se le mete un coso en el cuerpo que le da el poder de tirar gente para el costa	140	1140709782816468993	Mon Jun 17 19:56:20 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	88	2
96	96	rt jason momoa n n a rtan wolverine a klamas x men d nyas n n en sevilen karakteri wolverine ile boy g stermek istey	140	1140710452449689610	Mon Jun 17 19:58:59 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	1	2
97	97	he was lying they were almost the exact same age all five of the original x men were as was professor xavier	128	1140711187103064066	Mon Jun 17 20:01:55 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0	0
98	98	rt mutant and proud part of the x men powers mind control and sound manipulation what else you wanna know rt and li	140	1140709396521136128	Mon Jun 17 19:54:48 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	8	0
99	99	voy a tener y voy a seguir viendo enamorada y fascinada todas las pel culas de x men	87	1140710896580407299	Mon Jun 17 20:00:45 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	0	2
100	100	rt se ha publicado el gui n de x men fear the beast spin off centrado en el mutante hank mccoy la bestia que jam lleg a	140	1140710095191494657	Mon Jun 17 19:57:34 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6	2
101	101	rt marvel lanza nuevo video del futuro de los x men	91	1140710938947010562	Mon Jun 17 20:00:55 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6	2
102	102	moviereview despite cries from critics and certain fans the color commentary crew reviewed x men dark phoenix	140	1140709800726147072	Mon Jun 17 19:56:24 +0000 2019	"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"	0	0	2
103	103	tant vraiment fan des x men j ai tait vraiment d u quoi	72	1140709526473269248	Mon Jun 17 19:55:19 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
104	104	esta hablando de x men	46	1140709450690572289	Mon Jun 17 19:55:01 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
105	105	x men f nix negra j teve mais de milh o de espectadores no brasil voc ainda n o conferiu esta hist ria venha	140	1140711316375650304	Mon Jun 17 20:02:25 +0000 2019	"<a href=""https://www.facebook.com/socialmlabs/"" rel=""nofollow"">mLabs - Gestão de Redes Sociais</a>"	0	0	2
106	106	x men	58	1140712073329967104	Mon Jun 17 20:05:26 +0000 2019	"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>"	0	0	2
107	107	encontr x men days of future past en la tv hooked	53	1140711863891742720	Mon Jun 17 20:04:36 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
108	108	rt i know it ll be a while before you guys revamp x men but kiki layne will be perfect for	139	1140711700628496385	Mon Jun 17 20:03:57 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	5	0
109	109	no nos va a gustar pasar lo mismo que con x men	62	1140710580594139136	Mon Jun 17 19:59:30 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	0
110	110	rt reply to this tweet if you like the x men	80	1140710391292542977	Mon Jun 17 19:58:45 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	37	2
111	111	rt x men	140	1140709432109797381	Mon Jun 17 19:54:56 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2	2
112	112	rt x men	140	1140709406620995584	Mon Jun 17 19:54:50 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	15	2
113	113	this is exactly how i feel x men are my favorite characters of all time it been forever sinc	140	1140709600582352902	Mon Jun 17 19:55:36 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0	1
114	114	dark phoenix did not really understand who the x men are	104	1140712230289399810	Mon Jun 17 20:06:03 +0000 2019	"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>"	3	1	0
115	115	there only like non valid x men so i ll give you that one	83	1140711381471256581	Mon Jun 17 20:02:41 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0	0
116	116	rt x men	140	1140709439156060161	Mon Jun 17 19:54:58 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	4	2
117	117	rt x men	140	1140712467963662336	Mon Jun 17 20:07:00 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	15	2
118	118	x men dark phoenix un pena que la franquicia mutante que ha parido x men o first class se despida de	139	1140709493854089222	Mon Jun 17 19:55:11 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
119	119	x men dark phoenix	29	1140712109199757314	Mon Jun 17 20:05:34 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	2
120	120	rt the x men cast when they announce another spinoff movie	95	1140711172129415168	Mon Jun 17 20:01:51 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	1	0
121	121	this presents a profound lack of understanding regarding literally anyone and anything the x men have ever represen	140	1140709761886904320	Mon Jun 17 19:56:15 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	0
122	122	am i wrong or does look like the senator from x men who starts melting after he was turned into a mutant	119	1140710506426261504	Mon Jun 17 19:59:12 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0	0
